idacr;leader;plad_id;archigos_id;startdate;enddate;startyear;endyear;adm0;adm1;adm2;country;continent;latitude;longitude;geoname;geo_precision;foreign_leader;ethnicity1;ethnicity2;ethnicity_geoepr1;ethnicity_geoepr2;ethnicitysource1;ethnicitysource2;ethnicity_precision;entry;exit;gender;yrborn;birthdate;uid;id_0;id_1;id_2;gid_0;gid_1;gid_2;edu_name;edu_r;birthplace_comment;ethnicity_comment
AUS;Kurz;AUS_2020_1;.;07jan2020;31dec2020;2020;2020;Austria;Wien;Wien;Austria;Europe;48;16;Meidling;1;0;Austrian;Danube-Swabian/Serb;.;.;https://en.wikipedia.org/wiki/Sebastian_Kurz;https://ethnicelebs.com/sebastian-kurz;.;Regular;Still in Office;M;1986;27aug1986;67927;16;9;96;AUT;AUT.9_1;AUT.9.1_1;Secondary school diploma (Matura);4;.;.
AZE;Mutalibov;AZE_1991_1;82238627-1e42-11e4-b4cd-db5882bf8def;08sep1991;06mar1992;1991;1992;Azerbaijan;Absheron;Baki;Azerbaijan;Asia;40;50;Baku;1;0;Azerbaijani;.;Azeri;.;https://books.google.de/books?id=nCNuLjy8SjEC&pg=PA147&lpg=PA147&dq=mutalibov+biography&source=bl&ots=j9Tffk2ubk&sig=ACfU3U1NpN3Fb3J4aYg_wJNSeTo6zW_l-A&hl=de&sa=X&ved=2ahUKEwiH4q_H9ZXkAhXR1qQKHYEeB9o4ChDoATAGegQIBxAB#v=onepage&q=mutalibov%20biography&f=false;.;2;Regular;Regular;M;1938;12may1938;117832;17;1;2;AZE;AZE.1_1;AZE.1.2_1;Degree in engineering;6;.;.
AZE;Mamedov;AZE_1992_1;8223b6f8-1e42-11e4-b4cd-db5882bf8def;06mar1992;14may1992;1992;1992;Azerbaijan;Ganja-Qazakh;G<U+0259>d<U+0259>b<U+0259>y;Azerbaijan;Asia;41;46;Alnabat;1;0;Azerbaijani;.;Azeri;.;https://carnegieeurope.eu/strategiceurope/75406;.;2;Regular;Regular;M;1941;.;114872;17;4;30;AZE;AZE.4_1;AZE.4.3_1;PhD in medicine;8;Village was renamed from Aliismailly to Alnabat;.
AZE;Mutalibov;AZE_1992_2;82238627-1e42-11e4-b4cd-db5882bf8def;14may1992;18may1992;1992;1992;Azerbaijan;Absheron;Baki;Azerbaijan;Asia;40;50;Baku;1;0;Azerbaijani;.;Azeri;.;https://books.google.de/books?id=nCNuLjy8SjEC&pg=PA147&lpg=PA147&dq=mutalibov+biography&source=bl&ots=j9Tffk2ubk&sig=ACfU3U1NpN3Fb3J4aYg_wJNSeTo6zW_l-A&hl=de&sa=X&ved=2ahUKEwiH4q_H9ZXkAhXR1qQKHYEeB9o4ChDoATAGegQIBxAB#v=onepage&q=mutalibov%20biography&f=false;.;2;Regular;Irregular;M;1938;12may1938;117832;17;1;2;AZE;AZE.1_1;AZE.1.2_1;Degree in engineering;6;.;.
AZE;Gambarov;AZE_1992_3;8223b6f9-1e42-11e4-b4cd-db5882bf8def;19may1992;16jun1992;1992;1992;Azerbaijan;Absheron;Baki;Azerbaijan;Asia;40;50;Baku;1;0;Azerbaijani;.;Azeri;.;https://prabook.com/web/isa.gambar/2366166;.;2;Irregular;Regular;M;1957;.;117832;17;1;2;AZE;AZE.1_1;AZE.1.2_1;Degree in history;6;.;.
AZE;Abulfaz Elchibey;AZE_1992_4;8223e7cc-1e42-11e4-b4cd-db5882bf8def;16jun1992;18jun1993;1992;1993;Azerbaijan;Nakhchivan;Naxçivan;Azerbaijan;Asia;39;45;Keleki;1;0;Azerbaijani;.;Azeri;.;.;.;3;Irregular;Irregular;M;1938;07jun1938;119426;17;7;53;AZE;AZE.7_1;AZE.7.3_1;.;6;.;.
AZE;H. Aliyev;AZE_1993_1;8223e7cd-1e42-11e4-b4cd-db5882bf8def;24jun1993;04aug2003;1993;2003;Azerbaijan;Nakhchivan;Naxçivan;Azerbaijan;Asia;39;45;Nakhchivan;1;0;Azerbaijani;.;Azeri;.;https://eurasianet.org/in-armenia-azerbaijani-leaders-ancestral-village-lies-abandoned;.;2;Regular;Retired Due to Ill Health;M;1923;10may1923;119426;17;7;53;AZE;AZE.7_1;AZE.7.3_1;.;6;.;.
AZE;Ilhma Aliyev;AZE_2003_1;8223e7ce-1e42-11e4-b4cd-db5882bf8def;04aug2003;31dec2020;2003;2020;Azerbaijan;Absheron;Baki;Azerbaijan;Asia;40;50;Baku;1;0;Azerbaijani;.;Azeri;.;https://www.ecoi.net/de/dokument/2003108.html;.;3;Regular;Still in Office;M;1961;24dec1961;117832;17;1;2;AZE;AZE.1_1;AZE.1.2_1;.;8;.;.
BAH;Isa Ibn Al-Khalifah;BAH_1971_1;82423c1a-1e42-11e4-b4cd-db5882bf8def;15aug1971;06mar1999;1971;1999;Bahrain;Northern;.;Bahrain;Asia;26;50;Al Jasra;1;0;Arab;.;Sunni Arabs;.;https://www.pri.org/stories/2013-03-20/bahrains-royal-family-has-history-favoring-sunni-minority;.;2;Regular;Natural Death;M;1933;03jul1933;128903;19;4;.;BHR;BHR.4_1;.;.;3;GADM reports no ADM2 regions, but geo_prec=1;.
BAH;Hamad Isa Ibn Al-Khalifah;BAH_1999_1;82423c1b-1e42-11e4-b4cd-db5882bf8def;06mar1999;31dec2020;1999;2020;Bahrain;Central;.;Bahrain;Asia;26;51;Riffa;1;0;Arab;.;Sunni Arabs;.;https://www.pri.org/stories/2013-03-20/bahrains-royal-family-has-history-favoring-sunni-minority;.;2;Regular;Still in Office;M;1950;28jan1950;128910;19;2;.;BHR;BHR.2_1;.;.;6;GADM reports no ADM2 regions, but geo_prec=1;.
BAR;Sandiford;BAR_1987_1;81e39f6e-1e42-11e4-b4cd-db5882bf8def;01jun1987;07sep1994;1987;1994;Barbados;Saint Michael;.;Barbados;Americas;13;-60;Parish of St. Michael;4;0;Black;.;Barbadians;.;https://www.nndb.com/people/714/000162228/;.;2;Regular;Regular;M;1937;24mar1937;.;21;8;.;BRB;BRB.8_1;.;.;7;GADM reports no ADM2 regions, but geo_prec=1;.
BAR;Arthur;BAR_1994_1;81e39f6f-1e42-11e4-b4cd-db5882bf8def;07sep1994;16jan2008;1994;2008;Barbados;Saint Peter;.;Barbados;Americas;13;-60;Parish of St. Peter;4;0;Black;.;Barbadians;.;https://www.nndb.com/people/713/000162227/;.;2;Regular;Regular;M;1949;.;.;21;9;.;BRB;BRB.9_1;.;.;7;GADM reports no ADM2 regions, but geo_prec=1;.
BAR;Thompson;BAR_2008_1;825028d5-1e42-11e4-b4cd-db5882bf8def;16jan2008;23oct2010;2008;2010;United Kingdom;England;Greater London;Barbados;Americas;52;0;London;1;1;Mixed;.;Barbadians;.;https://en.wikipedia.org/wiki/David_Thompson_(Barbadian_politician)#Early_life;https://barbadosunderground.net/2008/01/04/david-thompson-suffering-from-barack-obama-sickness/;2;Regular;Natural Death;M;1961;.;43572;242;1;36;GBR;GBR.1_1;GBR.1.36_1;.;7;GADM reports no ADM2 regions, but geo_prec=1;.
BAR;Stuart;BAR_2010_1;825028d6-1e42-11e4-b4cd-db5882bf8def;23oct2010;25may2018;2010;2018;Barbados;Saint Philip;.;Barbados;Americas;13;-59;Parish of St. Philip;4;0;Black;.;Barbadians;.;https://en.wikipedia.org/wiki/Democratic_Labour_Party_(Barbados);https://books.google.de/books?id=TMZMAgAAQBAJ&pg=PA372&lpg=PA372&dq=Democratic+Labour+Party+(Barbados)+blacks&source=bl&ots=gi_UDivJNm&sig=ACfU3U1ic-2109yRmszyKi521zk90EYDsA&hl=en&sa=X&ved=2ahUKEwiHiMnP_NDpAhV4AWMBHfbzD5sQ6AEwA3oECAYQAQ#v=onepage&q=Democratic%20Labour%20Party%20(Barbados)%20blacks&f=false;2;Regular;Regular;M;1951;27apr1951;.;21;10;.;BRB;BRB.10_1;.;.;7;GADM reports no ADM2 regions, but geo_prec=1;.
BAR;Mottley;BAR_2018_1;.;25may2018;31dec2020;2018;2020;Barbados;.;.;Barbados;Americas;13;-60;.;6;0;.;.;.;.;.;.;.;Regular;Still in Office;F;1965;01oct1965;.;.;.;.;.;.;.;Bachelor´s degree in law;6;.;.
BEL;Martens;BEL_1981_2;820ab9fe-1e42-11e4-b4cd-db5882bf8def;17dec1981;07mar1992;1981;1992;Belgium;Vlaanderen;Oost-Vlaanderen;Belgium;Europe;51;4;Sleidinge;1;0;Fleming;.;Flemings;.;https://www.onserfdeel.be/fr/blogs/detail/%E2%80%9Ca-fleming-a-belgian-and-a-european%E2%80%9D-%E2%80%93-leaders-pay-tribute-to-former-pm-wilfried-martens;https://www.thetimes.co.uk/article/wilfried-martens-xgtddp8jz70;3;Regular;Regular;M;1936;19apr1936;44486;23;2;4;BEL;BEL.2_1;BEL.2.3_1;PhD in law;8;.;.
BEL;Dehaene;BEL_1992_1;820aeace-1e42-11e4-b4cd-db5882bf8def;07mar1992;12jul1999;1992;1999;France;Occitanie;Hérault;Belgium;Europe;44;4;Montpellier;1;1;Fleming;.;Flemings;.;https://www.telegraph.co.uk/news/obituaries/10834107/Jean-Luc-Dehaene-obituary.html;https://www.britannica.com/biography/Jean-Luc-Dehaene;1;Regular;Regular;M;1940;07aug1940;101156;79;11;80;FRA;FRA.11_1;FRA.11.8_1;.;8;.;.
BEL;Verhofstadt;BEL_1999_1;820aeacf-1e42-11e4-b4cd-db5882bf8def;12jul1999;20mar2008;1999;2008;Belgium;Vlaanderen;Oost-Vlaanderen;Belgium;Europe;51;4;Dendermonde;1;0;Fleming;.;Flemings;.;https://www.reuters.com/article/us-britain-eu-verhofstadt/eu-lawmakers-name-federalist-verhofstadt-to-brexit-talks-idUSKCN11E294;https://www.vrt.be/vrtnws/en/2019/03/16/the-british-should-tell-us-what-they-want-instead-of-what-they/;3;Regular;Regular;M;1953;.;44879;23;2;4;BEL;BEL.2_1;BEL.2.3_1;.;6;.;.
BEL;Leterme;BEL_2008_1;82511d02-1e42-11e4-b4cd-db5882bf8def;20mar2008;30dec2008;2008;2008;Belgium;Vlaanderen;West-Vlaanderen;Belgium;Europe;51;3;Wervik;1;0;Fleming;.;Flemings;.;https://www.spiegel.de/international/europe/when-beer-soccer-and-royalty-fail-is-belgium-headed-for-divorce-court-a-506430.html;https://www.vrt.be/vrtnws/en/2009/07/17/federal_cabinet_reshufflewithyvesletermeasforeignminister-1-565182/;1;Regular;Regular;M;1960;.;45765;23;2;6;BEL;BEL.2_1;BEL.2.5_1;Master´s degree in law;7;.;.
BEL;van Rompuy;BEL_2008_2;82511d03-1e42-11e4-b4cd-db5882bf8def;30dec2008;25nov2009;2008;2009;Belgium;Bruxelles;Bruxelles;Belgium;Europe;51;4;Etterbeek;1;0;Fleming;.;Flemings;.;https://www.vrt.be/vrtnws/en/2018/09/29/farage-_van-rompuy-ought-to-pay-me-for-it/;https://www.neweurope.eu/article/herman-van-rompuy-haiku-flanders-bike/;1;Regular;Regular;M;1947;.;45781;23;1;1;BEL;BEL.1_1;BEL.1.1_1;.;7;.;.
BEL;Leterme;BEL_2009_1;82511d02-1e42-11e4-b4cd-db5882bf8def;25nov2009;06dec2011;2009;2011;Belgium;Vlaanderen;West-Vlaanderen;Belgium;Europe;51;3;Wervik;1;0;Fleming;.;Flemings;.;https://www.spiegel.de/international/europe/when-beer-soccer-and-royalty-fail-is-belgium-headed-for-divorce-court-a-506430.html;https://www.vrt.be/vrtnws/en/2009/07/17/federal_cabinet_reshufflewithyvesletermeasforeignminister-1-565182/;1;Regular;Regular;M;1960;.;45765;23;2;6;BEL;BEL.2_1;BEL.2.5_1;Master´s degree in law;7;.;.
BEL;Di Rupo;BEL_2011_1;82511d04-1e42-11e4-b4cd-db5882bf8def;06dec2011;11oct2014;2011;2014;Belgium;Wallonie;Hainaut;Belgium;Europe;50;4;Morlanweiz;1;0;Italian;.;Italians;.;https://www.independent.co.uk/news/world/europe/gay-socialist-and-born-in-a-squatters-camp-meet-the-new-pm-of-belgium-6273193.html;https://www.bbc.com/news/world-europe-15983739;1;Regular;Regular;M;1951;18jul1951;47781;23;3;8;BEL;BEL.3_1;BEL.3.2_1;.;8;.;.
BEL;Charles Michel;BEL_2014_1;149e3ccc-aae0-11e4-b3bc-29f2fa19767e;11oct2014;27oct2019;2014;2019;Belgium;Wallonie;Namur;Belgium;Europe;50;5;Namur;1;0;Walloon;.;Wallon;.;http://ethnicelebs.com/charles-michel;.;2;Regular;Regular;M;1975;21dec1975;47484;23;3;12;BEL;BEL.3_1;BEL.3.5_1;Graduated in law;7;.;.
BEL;Sophie Wilmes;BEL_2019_1;.;27oct2019;01oct2020;2019;2020;Belgium;Bruxelles;Bruxelles;Belgium;Europe;51;4;Ixelles-Elsenes;1;0;.;.;.;.;.;.;.;Regular;Regular;F;1975;15jan1975;45799;23;1;1;BEL;BEL.1_1;BEL.1.1_1;Degree in communication and financial management (Examen);7;.;.
BEL;Alexander De Croo;BEL_2020_1;.;01oct2020;31dec2020;2020;2020;Belgium;Vlaanderen;Vlaams Brabant;Belgium;Europe;51;4;Vilvoorde;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1975;03nov1975;45300;23;2;5;BEL;BEL.2_1;BEL.2.4_1;Master´s degree in business engineering and business administration;7;.;.
BEN;Kerekou;BEN_1972_2;822c1b9b-1e42-11e4-b4cd-db5882bf8def;27oct1972;04apr1991;1972;1991;Benin;Atakora;Toucountouna;Benin;Africa;10;2;Kouarfa;1;0;Somba / Ditamari;.;Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, GourmanchÃ©ma);.;http://news.bbc.co.uk/2/hi/africa/3369517.stm;https://www.munzinger.de/search/portrait/Mathieu+Kerekou/0/13458.html;1;Irregular;Regular;M;1933;02sep1933;132669;25;2;15;BEN;BEN.2_1;BEN.2.9_1;Military degree;6;.;Ditammari and Somba refer to the same group: https://joshuaproject.net/people_groups/14985/BN
BEN;Soglo, N;BEN_1991_1;822c4c6e-1e42-11e4-b4cd-db5882bf8def;04apr1991;04apr1996;1991;1996;Togo;Maritime;Golfe (incl Lomé);Benin;Africa;6;1;Lomé;1;1;Fon;.;South/Central (Fon);.;http://afrobarometer.org/sites/default/files/publications/Working%20paper/AfropaperNo78.pdf;https://editorialexpress.com/cgi-bin/conference/download.cgi?db_name=EEAESEM2018&paper_id=2661;1;Regular;Regular;M;1934;29nov1934;134750;230;3;10;TGO;TGO.3_1;TGO.3.1_1;.;7;.;.
BEN;Kerekou;BEN_1996_1;822c1b9b-1e42-11e4-b4cd-db5882bf8def;04apr1996;06apr2006;1996;2006;Benin;Atakora;Toucountouna;Benin;Africa;10;2;Kouarfa;1;0;Somba / Ditamari;.;Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, GourmanchÃ©ma);.;http://news.bbc.co.uk/2/hi/africa/3369517.stm;https://www.munzinger.de/search/portrait/Mathieu+Kerekou/0/13458.html;1;Regular;Regular;M;1933;02sep1933;132669;25;2;15;BEN;BEN.2_1;BEN.2.9_1;Military degree;6;.;Ditammari and Somba refer to the same group: https://joshuaproject.net/people_groups/14985/BN
BEN;Yayi Boni;BEN_2006_1;82533627-1e42-11e4-b4cd-db5882bf8def;06apr2006;06apr2016;2006;2016;Benin;Borgou;Tchaourou;Benin;Africa;9;3;Tchaourou;1;0;Yoruba;Bariba;Southeastern (Yoruba/Nagot and Goun);Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma);https://www.washingtonpost.com/gdpr-consent/?destination=%2fnews%2fmonkey-cage%2fwp%2f2016%2f11%2f04%2fcan-your-spouse-help-you-get-elected-heres-what-data-from-africa-say%2f%3f&utm_term=.cbfae58de22b;https://claire.adida.net/uploads/1/2/6/5/12650228/aclv_cps_2016.pdf;1;Regular;Regular;M;1952;01jul1952;133079;25;4;31;BEN;BEN.4_1;BEN.4.8_1;.;8;.;.
BEN;Patrice Talon;BEN_2016_1;.;06apr2016;31dec2020;2016;2020;Benin;Atlantique;Ouidah;Benin;Africa;6;2;Ouidah (also called Whydah);1;0;Fon;.;South/Central (Fon);.;https://www.refworld.org/docid/4954ce26c.html;https://news.yahoo.com/patrice-talon-self-made-tycoon-african-leader-181432713.html;1;Regular;Still in Office;M;1985;01may1985;134657;25;3;19;BEN;BEN.3_1;BEN.3.4_1;High School Diploma (Baccalaureat);5;.;.
BFO;Campaore;BFO_1987_1;822e6595-1e42-11e4-b4cd-db5882bf8def;15oct1987;31oct2014;1987;2014;Burkina Faso;Centre;Kadiogo;Burkina Faso;Africa;12;-2;Ouagadougou;1;0;Mossi;.;.;.;https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=31&ved=2ahUKEwjMlNLt5ObhAhVP3KQKHQQDAvw4HhAWMAB6BAgDEAI&url=https%3A%2F%2Fwww.crisisgroup.org%2Ffile%2F1208%2Fdownload%3Ftoken%3DLKsrZaCx&usg=AOvVaw2dlDaRep49oGZC5Szmxo3M;https://www.britannica.com/biography/Blaise-Compaore;1;Irregular;Regular;M;1951;03feb1951;131776;38;7;22;BFA;BFA.7_1;BFA.7.1_1;.;6;.;.
BFO;Traore;BFO_2014_1;149f7556-aae0-11e4-b3bc-29f2fa19767e;31oct2014;01nov2014;2014;2014;Burkina Faso;Boucle du Mouhoun;Mouhoun;Burkina Faso;Africa;12;-3;Dédougou;1;0;.;.;.;.;.;.;.;Irregular;Irregular;M;1957;28sep1957;131595;38;1;4;BFA;BFA.1_1;BFA.1.4_1;.;.;.;.
BFO;Zida;BFO_2014_2;149f7557-aae0-11e4-b3bc-29f2fa19767e;01nov2014;18nov2014;2014;2014;Burkina Faso;Nord;Passoré;Burkina Faso;Africa;13;-2;Yako;1;0;Mossi;.;.;.;https://federalnewsnetwork.com/national-world-headlines/2014/11/military-leader-becomes-burkina-faso-prime-minster/;https://www.bbc.com/news/world-africa-34340704;1;Irregular;Regular;M;1957;28sep1957;131364;38;10;32;BFA;BFA.10_1;BFA.10.2_1;Master´s degree in international management;7;.;.
BFO;Kafando;BFO_2014_3;149f7558-aae0-11e4-b3bc-29f2fa19767e;18nov2014;29dec2015;2014;2015;Burkina Faso;Centre;Kadiogo;Burkina Faso;Africa;12;-2;Ouagadougou;1;0;Mossi;.;.;.;https://www.sandiegouniontribune.com/sdut-burkina-faso-military-leader-is-new-prime-minster-2014nov19-story.html;.;2;Regular;Regular;M;1957;28sep1957;131776;38;7;22;BFA;BFA.7_1;BFA.7.1_1;PhD in political science;8;.;.
BFO;Roch Marc Christian Kabore;BFO_2015_1;43fa715c-de6a-11e5-ba44-bb6d7c1a9a58;29dec2015;31dec2020;2015;2020;Burkina Faso;Centre;Kadiogo;Burkina Faso;Africa;12;-2;Ouagadougou;1;0;Mossi;.;.;.;https://www.munzinger.de/search/portrait/Roch+Marc+Christian+Kabore/0/30628.html;https://africanarguments.org/2015/12/04/the-peoples-victory-president-elect-kabore-and-the-democratic-road-ahead-for-burkina-faso/;1;Regular;Still in Office;M;1957;25apr1957;131776;38;7;22;BFA;BFA.7_1;BFA.7.1_1;Master´s degree in business administration;7;.;.
BHM;Pindling;BHM_1967_1;81dea9cc-1e42-11e4-b4cd-db5882bf8def;16jan1967;21aug1992;1967;1992;Bahamas;New Providence;.;Bahamas;Americas;25;-77;Nassau;1;0;Jamaican;.;Afro-Bahamians (Black);.;https://en.wikipedia.org/wiki/Lynden_Pindling;.;3;Regular;Regular;M;1930;.;10511;18;21;.;BHS;BHS.21_1;.;.;6;GADM reports no ADM2 regions, but geo_prec=1;.
BHM;Ingraham;BHM_1992_1;3500baa8-3bbd-11e5-afeb-eb6f07f9fec7;21aug1992;03may2002;1992;2002;Bahamas;West Grand Bahama;.;Bahamas;Americas;27;-79;Pine Ridge;1;0;Black;.;Afro-Bahamians (Black);.;https://www.nndb.com/people/854/000162368/;https://thenassauguardian.com/2019/07/04/race-and-politics-in-the-bahamas/;1;Regular;Regular;M;1947;.;10495;18;32;.;BHS;BHS.32_1;.;Degree in law;7;GADM reports no ADM2 regions, but geo_prec=1;.
BHM;Christie;BHM_2002_1;81deda9d-1e42-11e4-b4cd-db5882bf8def;03may2002;04may2005;2002;2005;Bahamas;New Providence;.;Bahamas;Americas;25;-77;Nassau;1;0;Black;.;Afro-Bahamians (Black);.;https://biography.jrank.org/pages/2793/Christie-Perry.html;.;2;Regular;Regular;M;1943;.;10511;18;21;.;BHS;BHS.21_1;.;.;7;GADM reports no ADM2 regions, but geo_prec=1;.
BHM;Cynthia A. Pratt;BHM_2005_1;824ff7ff-1e42-11e4-b4cd-db5882bf8def;04may2005;22jun2005;2005;2005;Bahamas;New Providence;.;Bahamas;Americas;25;-77;New Providence;4;0;Black;.;Afro-Bahamians (Black);.;https://en.wikipedia.org/wiki/1997_Bahamian_general_election;.;3;Regular;Regular;F;1943;.;.;18;21;.;BHS;BHS.21_1;.;.;.;GADM reports no ADM2 regions, but geo_prec=1;.
BHM;Christie;BHM_2005_2;81deda9d-1e42-11e4-b4cd-db5882bf8def;22jun2005;04may2007;2005;2007;Bahamas;New Providence;.;Bahamas;Americas;25;-77;Nassau;1;0;Black;.;Afro-Bahamians (Black);.;https://biography.jrank.org/pages/2793/Christie-Perry.html;.;2;Regular;Regular;M;1943;21aug1943;10511;18;21;.;BHS;BHS.21_1;.;Bachelor´s degree in law;6;GADM reports no ADM2 regions, but geo_prec=1;.
BHM;Ingraham;BHM_2007_1;3500baa8-3bbd-11e5-afeb-eb6f07f9fec7;04may2007;08may2012;2007;2012;Bahamas;West Grand Bahama;.;Bahamas;Americas;27;-79;Pine Ridge;1;0;Black;.;Afro-Bahamians (Black);.;https://www.nndb.com/people/854/000162368/;https://thenassauguardian.com/2019/07/04/race-and-politics-in-the-bahamas/;1;Regular;Regular;M;1947;.;10495;18;32;.;BHS;BHS.32_1;.;Degree in law;7;GADM reports no ADM2 regions, but geo_prec=1;.
BHM;Christie;BHM_2012_1;81deda9d-1e42-11e4-b4cd-db5882bf8def;08may2012;11may2017;2012;2017;Bahamas;New Providence;.;Bahamas;Americas;25;-77;Nassau;1;0;Black;.;Afro-Bahamians (Black);.;https://biography.jrank.org/pages/2793/Christie-Perry.html;.;2;Regular;Regular;M;1943;21aug1943;10511;18;21;.;BHS;BHS.21_1;.;Bachelor´s degree in law;6;GADM reports no ADM2 regions, but geo_prec=1;.
BHM;Minnis;BHM_2017_1;.;11may2017;31dec2020;2017;2020;Bahamas;New Providence;.;Bahamas;Americas;25;-77;Bain Town;1;0;Black;.;Afro-Bahamians (Black);.;https://books.google.de/books?id=1EiRDwAAQBAJ&pg=RA3-PA2018-IA6&lpg=RA3-PA2018-IA6&dq=Hubert+Minnis+%22black%22&source=bl&ots=m7s8iMgZED&sig=ACfU3U3xpFeoAru_EvVw_1y2gmaVVBXSiw&hl=en&sa=X&ved=2ahUKEwjJrpy19NDpAhXwwqYKHRQUA9sQ6AEwGHoECAgQAQ#v=onepage&q=Hubert%20Minnis%20%22black%22&f=false;https://en.wikipedia.org/wiki/Free_National_Movement;2;Regular;Still in Office;M;1954;11may1954;10511;18;21;.;BHS;BHS.21_1;.;PhD in medicine;8;.;.
BHU;Wangchuck, Jigme Singye;BHU_1972_1;8247f510-1e42-11e4-b4cd-db5882bf8def;21jul1972;20jul1998;1972;1998;Bhutan;Thimphu;Chang;Bhutan;Asia;27;90;Thimpu;1;0;Drukpa;.;Ngalops (Drupka);.;https://www.thenation.com/article/enigma-bhutan/;.;2;Regular;Regular;M;1955;11nov1955;188960;27;14;135;BTN;BTN.14_1;BTN.14.1_1;.;6;.;.
BHU;Lyonpo Jigme Thinley;BHU_1998_1;8247f511-1e42-11e4-b4cd-db5882bf8def;20jul1998;09jul1999;1998;1999;Bhutan;Bumthang;.;Bhutan;Asia;28;91;Bumthang District;4;0;Drukpa;.;Ngalops (Drupka);.;.;.;3;Regular;Regular;M;1952;.;.;27;1;.;BTN;BTN.1_1;BTN.1.1_1;.;7;.;.
BHU;Lyonpo Sangay Ngedup;BHU_1999_1;8247f512-1e42-11e4-b4cd-db5882bf8def;09jul1999;20jul2000;1999;2000;Bhutan;Punakha;Dzoma;Bhutan;Asia;28;90;Nobgang;1;0;Drukpa;.;Ngalops (Drupka);.;.;.;3;Regular;Regular;M;1953;.;188737;27;10;88;BTN;BTN.10_1;BTN.10.3_1;Diplomatic education;7;.;.
BHU;Lyonpo Yeshey Zimba;BHU_2000_1;8247f513-1e42-11e4-b4cd-db5882bf8def;20jul2000;08aug2001;2000;2001;Bhutan;.;.;Bhutan;Asia;.;.;.;7;.;.;.;.;.;.;.;.;Regular;Regular;M;1952;.;.;.;.;.;.;.;.;Master´s degree in economics;7;.;.
BHU;Lyonpo Khandu Wangchuk;BHU_2001_1;824825e2-1e42-11e4-b4cd-db5882bf8def;08aug2001;14aug2002;2001;2002;Bhutan;Paro;Wangchang;Bhutan;Asia;27;89;Paro;1;0;Drukpa;.;Ngalops (Drupka);.;https://www.thenation.com/article/enigma-bhutan/;.;2;Regular;Regular;M;1950;.;189167;27;8;74;BTN;BTN.8_1;BTN.8.10_1;.;.;.;.
BHU;Lyonpo Kinzang Dorji;BHU_2002_1;824825e3-1e42-11e4-b4cd-db5882bf8def;14aug2002;30aug2003;2002;2003;Bhutan;Monggar;Chhali;Bhutan;Asia;27;91;.;3;0;Drukpa;.;Ngalops (Drupka);.;.;.;3;Regular;Regular;M;1951;.;189356;27;7;50;BTN;BTN.7_1;BTN.7.3_1;.;6;.;.
BHU;Lyonpo Jigme Thinley;BHU_2003_1;8247f511-1e42-11e4-b4cd-db5882bf8def;30aug2003;18aug2004;2003;2004;Bhutan;Bumthang;.;Bhutan;Asia;28;91;Bumthang District;4;0;Drukpa;.;Ngalops (Drupka);.;.;.;3;Regular;Regular;M;1952;.;.;27;1;.;BTN;BTN.1_1;BTN.1.1_1;.;7;.;.
BHU;Lyonpo Yeshey Zimba;BHU_2004_1;8247f513-1e42-11e4-b4cd-db5882bf8def;18aug2004;05sep2005;2004;2005;Bhutan;.;.;Bhutan;Asia;.;.;.;7;.;.;.;.;.;.;.;.;Regular;Regular;M;1952;.;.;.;.;.;.;.;.;Master´s degree in economics;7;.;.
BHU;Lyonpo Sangay Ngedup;BHU_2005_1;8247f512-1e42-11e4-b4cd-db5882bf8def;05sep2005;07sep2006;2005;2006;Bhutan;Punakha;Dzoma;Bhutan;Asia;28;90;Nobgang;1;0;Drukpa;.;Ngalops (Drupka);.;.;.;3;Regular;Regular;M;1953;.;188737;27;10;88;BTN;BTN.10_1;BTN.10.3_1;Diplomatic education;7;.;.
BHU;Lyonpo Khandu Wangchuk;BHU_2006_1;824825e2-1e42-11e4-b4cd-db5882bf8def;07sep2006;31jul2007;2006;2007;Bhutan;Paro;Wangchang;Bhutan;Asia;27;89;Paro;1;0;Drukpa;.;Ngalops (Drupka);.;https://www.thenation.com/article/enigma-bhutan/;.;2;Regular;Regular;M;1950;.;189167;27;8;74;BTN;BTN.8_1;BTN.8.10_1;.;.;.;.
BHU;Lyonpo Kinzang Dorji;BHU_2007_1;824825e3-1e42-11e4-b4cd-db5882bf8def;31jul2007;09apr2008;2007;2008;Bhutan;Monggar;Chhali;Bhutan;Asia;27;91;.;3;0;Drukpa;.;Ngalops (Drupka);.;.;.;3;Regular;Regular;M;1951;.;189356;27;7;50;BTN;BTN.7_1;BTN.7.3_1;.;6;.;.
BHU;Lyonpo Jigme Thinley;BHU_2008_1;8247f511-1e42-11e4-b4cd-db5882bf8def;09apr2008;30jul2013;2008;2013;Bhutan;Bumthang;.;Bhutan;Asia;28;91;Bumthang District;4;0;Drukpa;.;Ngalops (Drupka);.;.;.;3;Regular;Regular;M;1952;.;.;27;1;.;BTN;BTN.1_1;BTN.1.1_1;.;7;.;.
